Make,Model,Price,Type,ABS,BootSpace,GearType,AirBag,Engine,FuelCapacity,Mileage
Tata Sumo Gold,Tata Sumo Gold FX BS III (Diesel),729,SUV, No,NA, Manual, No,2956,65,14.7
Tata Sumo Gold,Tata Sumo Gold GX BS IV (Diesel),794,SUV, No,NA, Manual, No,2956,65,14.7
Tata Sumo Grande,Tata Sumo Grande MK II LX BS-IV (Diesel),762,MUV, No,NA, Manual, No,2179,65,13.55
Tata Sumo Grande,Tata Sumo Grande MK II EX (Diesel),803,MUV, No,NA, Manual, No,2179,65,13.55
Tata Sumo Grande,Tata Sumo Grande MK II EX BS-IV (Diesel),836,MUV, No,NA, Manual, No,2179,65,13.55
Tata Sumo Grande,Tata Sumo Grande MK II GX BS-IV (Diesel),873,MUV, No,NA, Manual, No,2179,65,13.55
Tata Venture,Tata Venture LX (Diesel),457,MUV, No,500, No, No,1405,33,15.42
Tata Venture,Tata Venture EX (Diesel),484,MUV, No,500, Manual, No,1405,33,15.42
Tata Venture,Tata Venture GX (Diesel),534,MUV, No,500, Manual, No,1405,33,15.42
Tata Winger,Tata Winger Platinum BS-III (Diesel),760,MUV,NA,1000,NA,NA,1948,60,NA
Tata Winger,Tata Winger Platinum BS-IV (Diesel),773,MUV,NA,1000,NA,NA,1948,60,NA
Tata Xenon,Tata Xenon XT EX 2WD (Diesel),1001,SUV, Yes,1000, Manual, No,2179,65,13.49
Tata Xenon,Tata Xenon XT EX 4WD (Diesel),1106,SUV, Yes,1000, No, No,2179,65,12
Tata Zest,Tata Zest XE (Petrol),481,Sedan, No,285, Manual, No,1193,44,17.6
Tata Zest,Tata Zest XM (Petrol),544,Hatchback, Yes,285, Automatic, No,1193,44,17.6
Tata Zest,Tata Zest XMS (Petrol),563,Sedan, Yes,285, Automatic, No,1193,44,17.6
Tata Zest,Tata Zest XE 75 PS (Diesel),585,Sedan, No,285, Manual, No,1248,44,23
Tata Zest,Tata Zest XT (Petrol),621,Sedan, Yes,285, Automatic, Yes,1193,44,17.6
Tata Zest,Tata Zest XM (Diesel),650,Sedan, Yes,285, Manual, Yes,1248,44,23
Tata Zest,Tata Zest XMS (Diesel),669,Sedan, Yes,285, Manual, Yes,1248,44,23
Tata Zest,Tata Zest XT (Diesel),725,Sedan, Yes,285, Automatic, Yes,1248,44,23
Tata Zest,Tata Zest XMA (Diesel),725,Sedan, Yes,285, Automatic, Yes,1248,44,23
Toyota Corolla Altis 2014,New Toyota Corolla Altis JS (Petrol),1306,Sedan, Yes,470, Manual, Yes,1798,65,NA
Toyota Corolla Altis 2014,New Toyota Corolla Altis D 4D J (Diesel),1393,Sedan, Yes,470, Automatic, Yes,1364,50,21
Toyota Corolla Altis 2014,New Toyota Corolla Altis D4 DJS (Diesel),1450,Sedan, Yes,470, Automatic, Yes,1364,50,21.43
Toyota Corolla Altis 2014,New Toyota Corolla Altis G (Petrol),1458,Sedan, Yes,470, Automatic, Yes,1798,65,NA
Toyota Corolla Altis 2014,New Toyota Corolla Altis G CVT (Petrol),1588,Sedan, Yes,470, Automatic, Yes,1798,65,NA
Toyota Corolla Altis 2014,New Toyota Corolla Altis D4 DG (Diesel),1590,Sedan, Yes,470, Automatic, Yes,1364,50,21.43
Toyota Corolla Altis 2014,New Toyota Corolla Altis GL (Petrol),1622,Sedan, Yes,470, Automatic, Yes,1798,65,NA
Toyota Corolla Altis 2014,New Toyota Corolla Altis D4 DGL (Diesel),1754,Sedan, Yes,470, Automatic, Yes,1364,50,21.43
Toyota Corolla Altis 2014,New Toyota Corolla Altis VL CVT (Petrol),1783,Sedan, Yes,470, Automatic, Yes,1798,65,NA
Toyota Etios,Toyota Etios J PS (Petrol),603,Sedan, No,595, Manual, Yes,1496,45,16.78
Toyota Etios,Toyota Etios G (Petrol),633,Sedan, No,595, Manual, Yes,1496,45,16.78
Toyota Etios,Toyota Etios V SP (Petrol),673,Sedan, Yes,595, Automatic, Yes,1496,45,16.78
Toyota Etios,Toyota Etios JD (Diesel),713,Sedan, No,595, Manual, Yes,1364,45,23.59
Toyota Etios,Toyota Etios VX (Petrol),736,Sedan, Yes,595, Automatic, Yes,1496,45,16.78
Toyota Etios,Toyota Etios GD (Diesel),743,Sedan, No,595, Automatic, Yes,1364,45,23.59
Toyota Etios,Toyota Etios VD SP (Diesel),783,Sedan, Yes,595, Automatic, Yes,1364,45,23.59
Toyota Etios,Toyota Etios VXD SP (Diesel),846,Sedan, Yes,595, Automatic, Yes,1364,45,23.59
Toyota Etios Cross,Toyota Etios Cross 1.2 G (Petrol),623,SUV, No,251, Manual, No,1197,45,13.3
Toyota Etios Cross,Toyota Etios Cross 1.4 D-4D GD (Diesel),742,SUV, Yes,251, Automatic, No,1364,45,NA
Toyota Etios Cross,Toyota Etios Cross 1.5 V (Petrol),763,SUV, Yes,251, Automatic, Yes,1496,45,NA
Toyota Etios Cross,Toyota Etios Cross 1.4 D-4D VD (Diesel),772,SUV, Yes,251, Automatic, Yes,1364,45,NA
Toyota Etios Liva,Toyota Etios Liva J PS (Petrol),500,Hatchback, No,251, Manual, Yes,1197,45,NA
Toyota Etios Liva,Toyota Etios Liva G (Petrol),517,Hatchback, No,251, Manual, Yes,1197,45,NA
Toyota Etios Liva,Toyota Etios Liva V (Petrol),567,Hatchback, Yes,251, Manual, Yes,1197,45,NA
Toyota Etios Liva,Toyota Etios Liva VX SP (Petrol),618,Hatchback, Yes,251, Manual, Yes,1197,45,NA
Toyota Etios Liva,Toyota Etios Liva JD (Diesel),619,Hatchback, Yes,251, Manual, No,1364,45,NA
Toyota Etios Liva,Toyota Etios Liva GD (Diesel),636,Hatchback, Opt for G/STD for GD,251, Manual, No,1364,45,NA
Toyota Etios Liva,Toyota Etios Liva VD (Diesel),670,Hatchback, Yes,251, Manual, No,1364,45,NA
Toyota Etios Liva,Toyota Etios Liva VXD (Diesel),721,Hatchback, Yes,251, Manual, Yes,1364,45,NA
Toyota Etios Xclusive,Toyota Etios Xclusive (Petrol),598,Sedan, No,595, Manual, No,1496,45,16.78
Toyota Etios Xclusive,Toyota Etios Xclusive (Diesel),710,Sedan, No,595, Manual, No,1364,45,NA
Toyota Fortuner,Toyota Fortuner 2WD Manual (Diesel),2417,SUV, Yes,NA, Manual, Yes,2982,80,12.55
Toyota Fortuner,Toyota Fortuner 2WD MT FY (Diesel),2435,SUV, Yes,NA, Manual, Yes,2982,80,12.55
Toyota Fortuner,Toyota Fortuner 2WD AT (Diesel),2517,SUV, Yes,NA, Manual, Yes,2982,80,12.55
Toyota Fortuner,Toyota Fortuner 2WD AT TRD Sportivo (Diesel),2535,SUV, Yes,NA, Automatic, Yes,2982,80,12.55
Toyota Fortuner,Toyota Fortuner 4WD MT (Diesel),2549,SUV, Yes,NA, Manual, Yes,2982,80,12.55
Toyota Fortuner,Toyota Fortuner 4WD AT (Diesel),2649,SUV, Yes,NA, Automatic, Yes,2982,80,NA
Volkswagen Cross Polo,Volkswagen Cross Polo 1.2 MPI (Petrol),699,Hatchback, Yes,NA, Manual, Yes,1198,45,16.5
Volkswagen Cross Polo,Volkswagen Cross Polo 1.2 TDI (Diesel),840,Hatchback, Yes,NA, Manual, Yes,1199,45,22.07
Volkswagen New JETTA,Volkswagen Jetta 1.4L TSI MT Trendline (Petrol),1370,Sedan, Yes,NA, Automatic, Yes,1390,0,NA
Volkswagen New JETTA,Volkswagen Jetta 2.0L TDI MT Trendline (Diesel),1504,Sedan, Yes,NA, Automatic, Yes,1968,55,NA
Volkswagen New JETTA,Volkswagen Jetta 1.4L TSI MT Comfortline (Petrol),1517,Sedan, Yes,NA, Automatic, Yes,1390,0,NA
Volkswagen New JETTA,Volkswagen Jetta 2.0L TDI MT Comfortline (Diesel),1651,Sedan, Yes,NA, Automatic, Yes,1968,55,NA
Volkswagen New JETTA,Volkswagen Jetta 2.0L TDI MT Highline (Diesel),1859,Sedan, Yes,NA, Automatic, Yes,1968,55,NA
Volkswagen New JETTA,Volkswagen Jetta 2.0L TDI AT Highline (Diesel),1945,Sedan, Yes,NA, Automatic, Yes,1968,55,NA
Volkswagen New Phaeton,Volkswagen New Phaeton 3.6L (Petrol),7729,Sedan, Yes,565, Automatic, Yes,3597,90,12.8
Volkswagen Passat,Volkswagen Passat Trendline MT (Diesel),2206,Sedan, Yes,400, Manual, Yes,1968,70,18.78
Volkswagen Passat,Volkswagen Passat Comfortline DSG (Diesel),2528,Sedan, Yes,565, Automatic, Yes,1968,70,14.3
Volkswagen Passat,Volkswagen Passat Highline DSG (Diesel),2726,Sedan, Yes,565, Automatic, Yes,1968,70,18.78
Volkswagen Polo,Volkswagen Polo 1.2L Trendline (Petrol),535,Hatchback, No,280, Manual, Yes,1198,45,16.47
Volkswagen Polo,Volkswagen Polo 1.2L Comfortline (Petrol),597,Hatchback, Yes,280, Manual, Yes,1198,45,16.47
Volkswagen Polo,Volkswagen Polo 1.2L Highline (Petrol),649,Hatchback, Yes,280, Automatic, Yes,1198,45,16.47
Volkswagen Polo,Volkswagen Polo 1.5L Trendline (Diesel),670,Hatchback, No,280, Manual, Yes,1498,45,20.14
Volkswagen Polo,Volkswagen Polo 1.5L Comfortline (Diesel),733,Hatchback, Yes,280, Manual, Yes,1498,45,20.14
Volkswagen Polo,Volkswagen Polo 1.5L Highline (Diesel),784,Hatchback, Yes,280, Automatic, Yes,1498,45,20.14
Volkswagen Polo GT,Volkswagen Polo GT TDI (Diesel),800,Hatchback, Yes,250, Automatic, Yes,1598,45,19.7
Volkswagen Polo GT,Volkswagen Polo GT TSI (Petrol),850,Hatchback, Yes,250, Automatic, Yes,1197,45,17.2
Volkswagen Taigun,Volkswagen Taigun -Expected Specification,1178,SUV,NA,280, Automatic,NA,NA,0,NA
Volkswagen Up,Volkswagen Up дус Expected Specification,360,Hatchback, Yes,220, Manual, Yes,1199,45,21
Volkswagen Vento,Volkswagen Vento Trendline (Petrol),785,Sedan, No,494, Manual, No,1598,55,16.09
Volkswagen Vento,Volkswagen Vento Comfortline MT (Petrol),867,Sedan, Yes,494, Automatic, Yes,1598,55,16.09
Volkswagen Vento,Volkswagen Vento Trendline (Diesel),910,Sedan, No,494, Manual, Yes,1498,55,20.64
Volkswagen Vento,Volkswagen Vento Highline MT (Petrol),942,Sedan, Yes,NA, Automatic, Yes,1598,55,16.09
Volkswagen Vento,Volkswagen Vento Comfortline AT (Petrol),987,Sedan, Yes,494, Manual, Yes,1197,55,18.19
Volkswagen Vento,Volkswagen Vento Comfortline MT (Diesel),992,Sedan, Yes,494, Manual, Yes,1498,55,20.64
Volkswagen Vento,Volkswagen Vento Highline AT (Petrol),1062,Sedan, Yes,494, Automatic, Yes,1197,55,18.19
Volkswagen Vento,Volkswagen Vento Highline MT (Diesel),1067,Sedan, Yes,494, Manual, Yes,1498,55,20.64
Volkswagen Vento,Volkswagen Vento Comfortline AT (Diesel),1112,Sedan, Yes,494, Automatic, Yes,1498,55,21.5
Volkswagen Vento,Volkswagen Vento Highline AT (Diesel),1187,Sedan, Yes,494, Manual, Yes,1498,55,21.5
Volvo S60,Volvo S60 Kinetic D4 (Diesel),3190,Sedan, Yes,339, Automatic, Yes,1984,67.5,NA
Volvo S60,Volvo S60 Summum D4 (Diesel),3390,Sedan, Yes,339, Automatic, Yes,1984,67.5,18.5
Volvo S60,Volvo S60 Summum D5 (Diesel),3690,Sedan, Yes,339, Automatic, Yes,2400,67.5,20.4
Volvo S60,Volvo S60 T6,4200,Sedan, Yes,380, Automatic, Yes,1969,67,18.5
Volvo S80,Volvo S80 Summum D4 (Diesel),4135,Sedan, Yes,480, Automatic, Yes,1984,70,16.66
Volvo S80,Volvo S80 Summum D5 (Diesel),4480,Sedan, Yes,480, Automatic, Yes,2400,70,NA
Volvo V40,Volvo V40 D3 Kinetic (Diesel),2475,Hatchback, Yes,335, Automatic, Yes,1969,62,27.8
Volvo V40,Volvo V40 D3 R-Design (Diesel),2770,Hatchback, Yes,324, Automatic, Yes,1984,62,27.8
Volvo V40 Cross Country,Volvo V40 D3 Cross Country (Diesel),3180,Hatchback, Yes,335, Automatic, Yes,1984,60,16.8
Volvo V40 Cross Country,Volvo V40 T4 Cross Country (Petrol),3240,Hatchback, Yes,324, Automatic, Yes,1596,50,16
Volvo XC90,Volvo XC 90 D5 Momentum(Diesel),6490,SUV, Yes,NA, Automatic, Yes,1969,68,11.1
Volvo XC90,Volvo XC 90 D5 Inscription(Diesel),7790,SUV, Yes,NA, Automatic, Yes,1969,68,11.1
